category,title,price,nums,name,brand,symptoms,type
补气养血,广誉远 定坤丹水蜜丸7g*3瓶 滋补气血调经舒郁 月经不调行经腹痛,167.00,36000,广誉远定坤丹水蜜丸7g*3瓶,广誉远,月经不调,月经不调，痛经
补气养血,同仁堂 枣仁安神液10ml*10支 补心安神 北京同仁堂,56.00,150000,同仁堂10ml*10支,同仁堂（TRT）,其他,失眠
补气养血,速力菲 琥珀酸亚铁片 0.1g*20片 用于缺铁性贫血,24.90,20000,速力菲琥珀酸亚铁片,速力菲,其他,其他
补气养血,天士力养血清脑颗粒4g*15袋,39.90,12000,天士力15袋/盒,天士力,其他,其他
补气养血,雷氏 十全大补膏400g 温补气血 用于气血两虚 四肢不温 补气补血,138.00,3400,雷允上十全大补膏400g,雷允上,其他,其他
补气养血,九芝堂 驴胶补血颗粒(无糖) 8g*30袋 阿胶补气血益气调经 体虚中药改善贫血气血两虚滋补送礼 月经过少,298.00,99000,九芝堂驴胶补血颗粒(无糖),九芝堂,头晕目眩，月经量少,其它
补气养血,国风 红源达 多糖铁复合物胶囊 12粒 (缺铁性贫血 孕妇补铁补血),43.00,27000,国风多糖铁复合物胶囊 12粒,国风（GuofenG）,其他,贫血
补气养血,云南白药云丰丹溪玉屏风颗粒15g*6袋冲剂 玉屏风散虚汗停益气固表补气血止汗体质虚弱易病乏力,28.00,33000,云南白药丹溪玉屏风颗粒,云南白药（YUNNANBAIYAO）,其它,其它
补气养血,九芝堂 阿胶(铁盒)250g 补血滋阴眩晕药品补气血安神,998.00,99000,九芝堂阿胶,九芝堂,血虚萎黄，其它,其它
补气养血,敖东 鹿胎膏 2块 补气养血，调经散寒。,278.00,210000,敖东2块,敖东,月经不调，其它,月经不调，其它
补气养血,德众 玉屏风颗粒 5g*15袋,29.00,36000,德众玉屏风颗粒,德众,其他,其他
补气养血,好护士 通乳颗粒 15g*12袋,42.00,5300,好护士通乳颗粒,好护士（herbapex）,空,其他
补肾壮阳,仁和 肾脾双补口服液 20支/盒,57.90,7100,仁和肾脾双补口服液,仁和,腰膝酸软，头晕耳鸣，耳鸣,肾精亏虚，脾肾虚损
补气养血,还尔金 槐杞黄颗粒10g*6袋益气养阴适用于气阴两虚引起的儿童体质虚弱反复感冒或老年人病后体虚,52.00,6400,还尔金10g*6袋,还尔金,空,其他
补气养血,福胶 阿胶补血口服液20ml*10支 补益气血，滋阴润肺,58.00,45000,福胶20ml*10支,福胶,久病体弱,其他
补气养血,东阿阿胶 DONGAAJIAO 打粉机,39.00,280000,东阿阿胶打粉机（非卖品）,东阿阿胶,其他,其他
补气养血,敖东 养血饮口服液 10ml*10支 (补气养血 气血两亏 体虚羸弱),125.00,210000,敖东养血饮口服液,敖东,其他,其他
补气养血,九芝堂 驴胶补血颗粒20g*20袋 东阿阿胶补气血益气调经 头晕体虚中药改善贫血补铁气血两虚 月经过少,85.00,99000,九芝堂驴胶补血颗粒,九芝堂,头晕目眩，月经量少,其它
补气养血,敖东脑心舒口服液10ml*10支滋补强壮镇静安神心神不安失眠多梦,20.00,210000,敖东脑心舒口服液,敖东,其他,其他
补气养血,东阿阿胶 补血滋阴 润燥止血 阿胶片阿胶块250g 红标铁盒装,1099.00,280000,东阿阿胶250g,东阿阿胶,其它,其它
补气养血,东阿阿胶 复方阿胶浆20ml*48支*2盒 无蔗糖 (头晕目眩 心悸失眠 食欲不振),666.00,280000,东阿阿胶复方阿胶浆20ml*48支*2盒,东阿阿胶,其它,其它
补气养血,东阿阿胶复方阿胶浆(无蔗糖)48支 补气养血用于气血两虚头晕目眩心悸失眠,299.00,280000,东阿阿胶20ml*48支,东阿阿胶,空,其它
心脑血管,同溢堂 益安宁丸 112粒*3瓶 冠心病药,790.00,51000,同溢堂益安宁丸,同溢堂,肢体麻木,其它
补气养血,东阿阿胶 阿胶片阿胶块500g 红标铁盒装 (滋阴润燥 用于眩晕心悸 心烦失眠 肺燥咳嗽),2198.00,280000,东阿阿胶500克,东阿阿胶,其它,其它
补气养血,福牌阿胶 福胶阿胶片阿胶块250g 标准装 补血滋阴 润燥 止血,549.00,45000,福胶铝塑阿胶,福胶,血虚萎黄,其他
补气养血,九芝堂 驴胶补血颗粒 20g*30袋 阿胶补铁送礼补气血益气调经 头晕体虚中药改善贫血补气血女 月经过少,118.00,99000,九芝堂20g*30袋,九芝堂,月经量少,其它
补气养血,吉林敖东 安神补脑液10ml*40支,88.00,210000,敖东安神补脑液,敖东,其他,其他
补气养血,东阿阿胶 阿胶片阿胶块125g 红标铁盒装 (滋阴润燥 用于眩晕心悸 心烦失眠 肺燥咳嗽),518.00,280000,东阿阿胶125g,东阿阿胶,其它,其它
心脑血管,天草 丹参保心茶 180袋 活血化瘀 缓解胸闷心痛心悸,585.00,18000,天草丹参保心茶,天草,其它,其他
补气养血,东阿阿胶 复方阿胶浆20ml*24支 (补气养血 头晕目眩 心悸失眠),159.00,280000,东阿阿胶复方阿胶浆20ml*24支,东阿阿胶,其他,其他
补气养血,东阿阿胶 阿胶补血颗粒 30袋 补血，用于久病体弱，气虚血亏,88.00,280000,东阿阿胶阿胶补血颗粒,东阿阿胶,空,其他
补气养血,福胶 福牌阿胶 500g 补血滋阴 润燥 止血,1299.00,45000,福胶500g,福胶,其他,其他
补气养血,广誉远 定坤丹水蜜丸7g*4瓶 (滋补气血 调经舒郁 用于月经不调痛经),198.00,36000,广誉远定坤丹7g*4瓶,广誉远,月经不调,月经不调，痛经
补气养血,天益寿 气血固本口服液10ml*30支 适用于气血不足 宁心安神 头晕补脑 心悸失眠 头晕体倦乏力,288.00,3400,天益寿气血固本口服液10ml*30支,天益寿,心悸失眠,其它
补气养血,同仁堂 阿胶 250g（31.25克*8块）,698.00,400,同仁堂31.25克*8块,同仁堂（TRT）,空,其它
补肾壮阳,古汉 养生精口服液10ml*30支 补气滋阴补肾失眠健脑益肾安神补脑疲乏无力,79.00,31000,古汉10ml/支*30支,古汉,头晕耳鸣,空
补肾壮阳,南京同仁堂 养血补肾丸32袋 9g*8袋*4盒 补肝肾益精血用于腰膝酸软少白头头晕目眩 乐家老铺同仁堂补肾填精中药治肾虚,199.00,15000,乐家老铺养血补肾丸,乐家老铺,须发早白,空
补气养血,东阿阿胶 黄明胶 250g (滋阴润燥 养血止血 用于体虚便秘),238.00,3300,东阿阿胶黄明胶,东阿阿胶,空,其他
补气养血,九芝堂 驴胶补血颗粒 阿胶补铁送礼补气血益气调经 头晕体虚中药改善贫血补气血女 20g*38袋/盆,150.00,99000,九芝堂驴胶补血颗粒,九芝堂,月经量少,月经不调，其它
补气养血,云南白药云丰气血康口服液10支 益气补血补气养血女性养颜健脾固本滋阴安神润燥神倦体虚乏力易疲劳气短心悸,65.00,10000,云南白药气血康口服液 10支,云南白药（YUNNANBAIYAO）,其它,其它
补气养血,扬子江护佑黄芪精口服液 10ml*12支 补血养气 固本止汗 四肢乏力 精神不足,48.00,36000,扬子江10ml*12支,扬子江,其他,其他
补气养血,东阿阿胶 阿胶补血膏20g/瓶*20瓶/盒 礼盒装 (滋阴润肺 用于气血两虚 目昏 咳嗽),328.00,3300,东阿阿胶阿胶补血膏,东阿阿胶,空,其他
补气养血,吉林敖东 安神补脑液 10ml*10支（头晕 乏力 健忘 失眠）,22.00,210000,敖东10ml*10支/盒,敖东,其他,其他
补气养血,青春宝 抗衰老片80片*6瓶简装,348.00,4000,青春宝抗衰老片80片*6瓶简装,青春宝,头晕目眩，其他,其他
补气养血,东阿阿胶 鹿角胶6克*18块 (温补肝肾 益精养血 腰膝酸冷),618.00,3300,东阿阿胶鹿角胶6克*18块,东阿阿胶,其它,其它
补气养血,九芝堂 归脾丸 360丸 益气健脾养血安神头晕心悸失眠多梦补气血滋补药品,28.80,51000,九芝堂归脾丸,九芝堂,食欲不振,其它
补气养血,同仁堂 人参归脾丸 9g*10丸 益气补血健脾养心 气血不足 北京同仁堂,21.80,150000,同仁堂9g*10丸,同仁堂（TRT）,其他,其他
补气养血,立钻 铁皮枫斗颗粒3g*12袋 益气养阴 养胃生津,199.00,7500,立钻铁皮枫斗颗粒3g*12袋,立钻,其他,其他
补气养血,九芝堂 逍遥丸（浓缩丸）360丸 养血调经疏肝解郁健脾胸肋胀痛头晕女性月经不调滋补药品,39.80,86000,九芝堂逍遥丸,九芝堂,头晕目眩，月经不调，其它,月经不调，其它
风湿骨外伤,葛洪 桂龙药膏202g*3瓶 祛风除湿舒筋活络温肾补血用于风湿骨痛 慢性腰腿痛 3瓶礼盒装,699.00,9000,葛洪桂龙药膏 202g*3瓶,葛洪,风湿骨痛,风湿骨痛
补气养血,仁和 阿胶益寿口服液 20ml*14支 （补血补气 产后补气血 改善健忘失眠 ）,78.00,16000,仁和阿胶益寿口服液,仁和,其他,贫血，术后体虚，其他
补气养血,扬子江 百乐眠胶囊 0.27g*24粒 滋阴清热 养心安神 入睡困难 多梦易醒,50.00,16000,扬子江0.27g*24粒,扬子江,心悸失眠，其他,失眠，其他
补气养血,云南白药气血康口服液10ml*10支 改善疲倦乏力健脾固本生津止咳神倦乏力气短心悸,87.00,100000,云南白药10支,云南白药（YUNNANBAIYAO）,体虚乏力,其它
补气养血,摩美得气血和胶囊 216粒,259.80,15000,摩美得0.4g*36粒*6盒,摩美得,其他,其他
补气养血,九芝堂 补中益气丸（浓缩丸）360丸 补中益气 体倦乏力内脏下垂滋补药品,25.00,86000,九芝堂补中益气丸,九芝堂,其它,其它
妇科用药,仲景 逍遥丸(浓缩丸）360丸 疏肝健脾养血调经胸胁胀痛头晕目眩食欲减退,32.00,50000,仲景逍遥丸(浓缩丸）,仲景,月经不调,月经不调
补气养血,国风 红源达 多糖铁复合物胶囊 0.15g*10粒 (缺铁性贫血 ),30.00,27000,国风0.15g*10粒,国风（GuofenG）,其他,其他
补气养血,云南白药气血康口服液10ml*36支 改善疲倦乏力健脾固本生津止咳神倦乏力气短心悸,313.00,7200,云南白药气血康口服液10ml*36支（?健脾固本，滋阴润燥，生津止咳）,云南白药（YUNNANBAIYAO）,其它,阴虚津少
妇科用药,汇仁 女金胶囊 96粒 女性月经不调调经养血月经量少腰腿痛经,377.00,5700,汇仁女金胶囊,汇仁,月经不调,其它
补气养血,仲景 归脾丸(浓缩丸)200丸 失眠多梦益气健脾养血安神头昏头晕肢倦乏力气短心悸 推荐5盒1疗程,18.00,52000,仲景200丸,仲景,空,心悸气短
补气养血,广誉远 定坤丹水蜜丸7g*3瓶 滋补气血调经舒郁 月经不调行经腹痛,167.00,36000,广誉远定坤丹水蜜丸7g*3瓶,广誉远,月经不调,月经不调，痛经
补气养血,同仁堂 枣仁安神液10ml*10支 补心安神 北京同仁堂,56.00,150000,同仁堂10ml*10支,同仁堂（TRT）,其他,失眠
补气养血,速力菲 琥珀酸亚铁片 0.1g*20片 用于缺铁性贫血,24.90,20000,速力菲琥珀酸亚铁片,速力菲,其他,其他
补气养血,天士力养血清脑颗粒4g*15袋,39.90,12000,天士力15袋/盒,天士力,其他,其他
补气养血,雷氏 十全大补膏400g 温补气血 用于气血两虚 四肢不温 补气补血,138.00,3400,雷允上十全大补膏400g,雷允上,其他,其他
补气养血,九芝堂 驴胶补血颗粒(无糖) 8g*30袋 阿胶补气血益气调经 体虚中药改善贫血气血两虚滋补送礼 月经过少,298.00,99000,九芝堂驴胶补血颗粒(无糖),九芝堂,头晕目眩，月经量少,其它
补气养血,国风 红源达 多糖铁复合物胶囊 12粒 (缺铁性贫血 孕妇补铁补血),43.00,27000,国风多糖铁复合物胶囊 12粒,国风（GuofenG）,其他,贫血
补气养血,云南白药云丰丹溪玉屏风颗粒15g*6袋冲剂 玉屏风散虚汗停益气固表补气血止汗体质虚弱易病乏力,28.00,33000,云南白药丹溪玉屏风颗粒,云南白药（YUNNANBAIYAO）,其它,其它
补气养血,九芝堂 阿胶(铁盒)250g 补血滋阴眩晕药品补气血安神,998.00,99000,九芝堂阿胶,九芝堂,血虚萎黄，其它,其它
补气养血,敖东 鹿胎膏 2块 补气养血，调经散寒。,278.00,210000,敖东2块,敖东,月经不调，其它,月经不调，其它
补气养血,德众 玉屏风颗粒 5g*15袋,29.00,36000,德众玉屏风颗粒,德众,其他,其他
补气养血,好护士 通乳颗粒 15g*12袋,42.00,5300,好护士通乳颗粒,好护士（herbapex）,空,其他
补肾壮阳,仁和 肾脾双补口服液 20支/盒,57.90,7100,仁和肾脾双补口服液,仁和,腰膝酸软，头晕耳鸣，耳鸣,肾精亏虚，脾肾虚损
补气养血,还尔金 槐杞黄颗粒10g*6袋益气养阴适用于气阴两虚引起的儿童体质虚弱反复感冒或老年人病后体虚,52.00,6400,还尔金10g*6袋,还尔金,空,其他
补气养血,福胶 阿胶补血口服液20ml*10支 补益气血，滋阴润肺,58.00,45000,福胶20ml*10支,福胶,久病体弱,其他
补气养血,东阿阿胶 DONGAAJIAO 打粉机,39.00,280000,东阿阿胶打粉机（非卖品）,东阿阿胶,其他,其他
补气养血,敖东 养血饮口服液 10ml*10支 (补气养血 气血两亏 体虚羸弱),125.00,210000,敖东养血饮口服液,敖东,其他,其他
补气养血,九芝堂 驴胶补血颗粒20g*20袋 东阿阿胶补气血益气调经 头晕体虚中药改善贫血补铁气血两虚 月经过少,85.00,99000,九芝堂驴胶补血颗粒,九芝堂,头晕目眩，月经量少,其它
补气养血,敖东脑心舒口服液10ml*10支滋补强壮镇静安神心神不安失眠多梦,20.00,210000,敖东脑心舒口服液,敖东,其他,其他
补气养血,东阿阿胶 补血滋阴 润燥止血 阿胶片阿胶块250g 红标铁盒装,1099.00,280000,东阿阿胶250g,东阿阿胶,其它,其它
补气养血,东阿阿胶 复方阿胶浆20ml*48支*2盒 无蔗糖 (头晕目眩 心悸失眠 食欲不振),666.00,280000,东阿阿胶复方阿胶浆20ml*48支*2盒,东阿阿胶,其它,其它
补气养血,东阿阿胶复方阿胶浆(无蔗糖)48支 补气养血用于气血两虚头晕目眩心悸失眠,299.00,280000,东阿阿胶20ml*48支,东阿阿胶,空,其它
心脑血管,同溢堂 益安宁丸 112粒*3瓶 冠心病药,790.00,51000,同溢堂益安宁丸,同溢堂,肢体麻木,其它
补气养血,东阿阿胶 阿胶片阿胶块500g 红标铁盒装 (滋阴润燥 用于眩晕心悸 心烦失眠 肺燥咳嗽),2198.00,280000,东阿阿胶500克,东阿阿胶,其它,其它
补气养血,福牌阿胶 福胶阿胶片阿胶块250g 标准装 补血滋阴 润燥 止血,549.00,45000,福胶铝塑阿胶,福胶,血虚萎黄,其他
补气养血,九芝堂 驴胶补血颗粒 20g*30袋 阿胶补铁送礼补气血益气调经 头晕体虚中药改善贫血补气血女 月经过少,118.00,99000,九芝堂20g*30袋,九芝堂,月经量少,其它
补气养血,吉林敖东 安神补脑液10ml*40支,88.00,210000,敖东安神补脑液,敖东,其他,其他
补气养血,东阿阿胶 阿胶片阿胶块125g 红标铁盒装 (滋阴润燥 用于眩晕心悸 心烦失眠 肺燥咳嗽),518.00,280000,东阿阿胶125g,东阿阿胶,其它,其它
心脑血管,天草 丹参保心茶 180袋 活血化瘀 缓解胸闷心痛心悸,585.00,18000,天草丹参保心茶,天草,其它,其他
补气养血,东阿阿胶 复方阿胶浆20ml*24支 (补气养血 头晕目眩 心悸失眠),159.00,280000,东阿阿胶复方阿胶浆20ml*24支,东阿阿胶,其他,其他
补气养血,东阿阿胶 阿胶补血颗粒 30袋 补血，用于久病体弱，气虚血亏,88.00,280000,东阿阿胶阿胶补血颗粒,东阿阿胶,空,其他
补气养血,福胶 福牌阿胶 500g 补血滋阴 润燥 止血,1299.00,45000,福胶500g,福胶,其他,其他
补气养血,广誉远 定坤丹水蜜丸7g*4瓶 (滋补气血 调经舒郁 用于月经不调痛经),198.00,36000,广誉远定坤丹7g*4瓶,广誉远,月经不调,月经不调，痛经
补气养血,天益寿 气血固本口服液10ml*30支 适用于气血不足 宁心安神 头晕补脑 心悸失眠 头晕体倦乏力,288.00,3400,天益寿气血固本口服液10ml*30支,天益寿,心悸失眠,其它
补气养血,同仁堂 阿胶 250g（31.25克*8块）,698.00,400,同仁堂31.25克*8块,同仁堂（TRT）,空,其它
补肾壮阳,古汉 养生精口服液10ml*30支 补气滋阴补肾失眠健脑益肾安神补脑疲乏无力,79.00,31000,古汉10ml/支*30支,古汉,头晕耳鸣,空
补肾壮阳,南京同仁堂 养血补肾丸32袋 9g*8袋*4盒 补肝肾益精血用于腰膝酸软少白头头晕目眩 乐家老铺同仁堂补肾填精中药治肾虚,199.00,15000,乐家老铺养血补肾丸,乐家老铺,须发早白,空
补气养血,东阿阿胶 黄明胶 250g (滋阴润燥 养血止血 用于体虚便秘),238.00,3300,东阿阿胶黄明胶,东阿阿胶,空,其他
补气养血,九芝堂 驴胶补血颗粒 阿胶补铁送礼补气血益气调经 头晕体虚中药改善贫血补气血女 20g*38袋/盆,150.00,99000,九芝堂驴胶补血颗粒,九芝堂,月经量少,月经不调，其它
补气养血,云南白药云丰气血康口服液10支 益气补血补气养血女性养颜健脾固本滋阴安神润燥神倦体虚乏力易疲劳气短心悸,65.00,10000,云南白药气血康口服液 10支,云南白药（YUNNANBAIYAO）,其它,其它
补气养血,扬子江护佑黄芪精口服液 10ml*12支 补血养气 固本止汗 四肢乏力 精神不足,48.00,36000,扬子江10ml*12支,扬子江,其他,其他
补气养血,东阿阿胶 阿胶补血膏20g/瓶*20瓶/盒 礼盒装 (滋阴润肺 用于气血两虚 目昏 咳嗽),328.00,3300,东阿阿胶阿胶补血膏,东阿阿胶,空,其他
补气养血,吉林敖东 安神补脑液 10ml*10支（头晕 乏力 健忘 失眠）,22.00,210000,敖东10ml*10支/盒,敖东,其他,其他
补气养血,青春宝 抗衰老片80片*6瓶简装,348.00,4000,青春宝抗衰老片80片*6瓶简装,青春宝,头晕目眩，其他,其他
补气养血,东阿阿胶 鹿角胶6克*18块 (温补肝肾 益精养血 腰膝酸冷),618.00,3300,东阿阿胶鹿角胶6克*18块,东阿阿胶,其它,其它
补气养血,九芝堂 归脾丸 360丸 益气健脾养血安神头晕心悸失眠多梦补气血滋补药品,28.80,51000,九芝堂归脾丸,九芝堂,食欲不振,其它
补气养血,同仁堂 人参归脾丸 9g*10丸 益气补血健脾养心 气血不足 北京同仁堂,21.80,150000,同仁堂9g*10丸,同仁堂（TRT）,其他,其他
补气养血,立钻 铁皮枫斗颗粒3g*12袋 益气养阴 养胃生津,199.00,7500,立钻铁皮枫斗颗粒3g*12袋,立钻,其他,其他
补气养血,九芝堂 逍遥丸（浓缩丸）360丸 养血调经疏肝解郁健脾胸肋胀痛头晕女性月经不调滋补药品,39.80,86000,九芝堂逍遥丸,九芝堂,头晕目眩，月经不调，其它,月经不调，其它
风湿骨外伤,葛洪 桂龙药膏202g*3瓶 祛风除湿舒筋活络温肾补血用于风湿骨痛 慢性腰腿痛 3瓶礼盒装,699.00,9000,葛洪桂龙药膏 202g*3瓶,葛洪,风湿骨痛,风湿骨痛
补气养血,仁和 阿胶益寿口服液 20ml*14支 （补血补气 产后补气血 改善健忘失眠 ）,78.00,16000,仁和阿胶益寿口服液,仁和,其他,贫血，术后体虚，其他
补气养血,扬子江 百乐眠胶囊 0.27g*24粒 滋阴清热 养心安神 入睡困难 多梦易醒,50.00,16000,扬子江0.27g*24粒,扬子江,心悸失眠，其他,失眠，其他
补气养血,云南白药气血康口服液10ml*10支 改善疲倦乏力健脾固本生津止咳神倦乏力气短心悸,87.00,100000,云南白药10支,云南白药（YUNNANBAIYAO）,体虚乏力,其它
补气养血,摩美得气血和胶囊 216粒,259.80,15000,摩美得0.4g*36粒*6盒,摩美得,其他,其他
补气养血,九芝堂 补中益气丸（浓缩丸）360丸 补中益气 体倦乏力内脏下垂滋补药品,25.00,86000,九芝堂补中益气丸,九芝堂,其它,其它
妇科用药,仲景 逍遥丸(浓缩丸）360丸 疏肝健脾养血调经胸胁胀痛头晕目眩食欲减退,32.00,50000,仲景逍遥丸(浓缩丸）,仲景,月经不调,月经不调
补气养血,国风 红源达 多糖铁复合物胶囊 0.15g*10粒 (缺铁性贫血 ),30.00,27000,国风0.15g*10粒,国风（GuofenG）,其他,其他
补气养血,云南白药气血康口服液10ml*36支 改善疲倦乏力健脾固本生津止咳神倦乏力气短心悸,313.00,7200,云南白药气血康口服液10ml*36支（?健脾固本，滋阴润燥，生津止咳）,云南白药（YUNNANBAIYAO）,其它,阴虚津少
妇科用药,汇仁 女金胶囊 96粒 女性月经不调调经养血月经量少腰腿痛经,377.00,5700,汇仁女金胶囊,汇仁,月经不调,其它
补气养血,仲景 归脾丸(浓缩丸)200丸 失眠多梦益气健脾养血安神头昏头晕肢倦乏力气短心悸 推荐5盒1疗程,18.00,52000,仲景200丸,仲景,空,心悸气短
补气养血,广誉远 定坤丹水蜜丸7g*3瓶 滋补气血调经舒郁 月经不调行经腹痛,167.00,36000,广誉远定坤丹水蜜丸7g*3瓶,广誉远,月经不调,月经不调，痛经
补气养血,同仁堂 枣仁安神液10ml*10支 补心安神 北京同仁堂,56.00,150000,同仁堂10ml*10支,同仁堂（TRT）,其他,失眠
补气养血,速力菲 琥珀酸亚铁片 0.1g*20片 用于缺铁性贫血,24.90,20000,速力菲琥珀酸亚铁片,速力菲,其他,其他
补气养血,天士力养血清脑颗粒4g*15袋,39.90,12000,天士力15袋/盒,天士力,其他,其他
补气养血,雷氏 十全大补膏400g 温补气血 用于气血两虚 四肢不温 补气补血,138.00,3400,雷允上十全大补膏400g,雷允上,其他,其他
补气养血,九芝堂 驴胶补血颗粒(无糖) 8g*30袋 阿胶补气血益气调经 体虚中药改善贫血气血两虚滋补送礼 月经过少,298.00,99000,九芝堂驴胶补血颗粒(无糖),九芝堂,头晕目眩，月经量少,其它
补气养血,国风 红源达 多糖铁复合物胶囊 12粒 (缺铁性贫血 孕妇补铁补血),43.00,27000,国风多糖铁复合物胶囊 12粒,国风（GuofenG）,其他,贫血
补气养血,云南白药云丰丹溪玉屏风颗粒15g*6袋冲剂 玉屏风散虚汗停益气固表补气血止汗体质虚弱易病乏力,28.00,33000,云南白药丹溪玉屏风颗粒,云南白药（YUNNANBAIYAO）,其它,其它
补气养血,九芝堂 阿胶(铁盒)250g 补血滋阴眩晕药品补气血安神,998.00,99000,九芝堂阿胶,九芝堂,血虚萎黄，其它,其它
补气养血,敖东 鹿胎膏 2块 补气养血，调经散寒。,278.00,210000,敖东2块,敖东,月经不调，其它,月经不调，其它
补气养血,德众 玉屏风颗粒 5g*15袋,29.00,36000,德众玉屏风颗粒,德众,其他,其他
补气养血,好护士 通乳颗粒 15g*12袋,42.00,5300,好护士通乳颗粒,好护士（herbapex）,空,其他
补肾壮阳,仁和 肾脾双补口服液 20支/盒,57.90,7100,仁和肾脾双补口服液,仁和,腰膝酸软，头晕耳鸣，耳鸣,肾精亏虚，脾肾虚损
补气养血,还尔金 槐杞黄颗粒10g*6袋益气养阴适用于气阴两虚引起的儿童体质虚弱反复感冒或老年人病后体虚,52.00,6400,还尔金10g*6袋,还尔金,空,其他
补气养血,福胶 阿胶补血口服液20ml*10支 补益气血，滋阴润肺,58.00,45000,福胶20ml*10支,福胶,久病体弱,其他
补气养血,东阿阿胶 DONGAAJIAO 打粉机,39.00,280000,东阿阿胶打粉机（非卖品）,东阿阿胶,其他,其他
补气养血,敖东 养血饮口服液 10ml*10支 (补气养血 气血两亏 体虚羸弱),125.00,210000,敖东养血饮口服液,敖东,其他,其他
补气养血,九芝堂 驴胶补血颗粒20g*20袋 东阿阿胶补气血益气调经 头晕体虚中药改善贫血补铁气血两虚 月经过少,85.00,99000,九芝堂驴胶补血颗粒,九芝堂,头晕目眩，月经量少,其它
补气养血,敖东脑心舒口服液10ml*10支滋补强壮镇静安神心神不安失眠多梦,20.00,210000,敖东脑心舒口服液,敖东,其他,其他
风湿骨外伤,白云山 陈李济 舒筋健腰丸45g*10瓶 补益肝肾 强健筋骨 驱风除湿 活络止痛,890.00,57000,陈李济舒筋健腰丸45g*10瓶,陈李济,腰痛,腰椎间盘突出
风湿骨外伤,葛洪 桂龙药膏202g*6瓶 祛风除湿舒筋活络温肾补血用于风湿骨痛 慢性腰腿痛 6瓶礼盒装,1290.00,11000,葛洪桂龙药膏 202g*6瓶,葛洪,风湿骨痛,风湿骨痛
风湿骨外伤,奇正藏药消痛贴膏10贴活血化瘀消肿止痛跌打瘀痛风湿类风湿肩周炎腰肌劳损,145.00,100000,奇正消痛贴膏,奇正,风湿骨痛，挫伤,类风湿，骨质增生，肩周炎，腰肌劳损
风湿骨外伤,云南白药膏15贴 膏药贴止痛膏止疼贴膏风湿关节痛腰痛颈椎痛肩周痛消肿跌打损伤扭伤舒筋活络活血散瘀,69.00,70000,云南白药云南白药膏,云南白药（YUNNANBAIYAO）,风湿骨痛，淤血肿痛,风湿骨痛，跌打损伤
风湿骨外伤,云南白药气雾剂 85g+60g 红瓶冷敷镇痛白瓶持续疗伤（跌打损伤 消肿止痛 风湿）,49.00,120000,云南白药85g+60g,云南白药（YUNNANBAIYAO）,空,其它
风湿骨外伤,曹清华 薏辛除湿止痛胶囊216粒 风湿骨痛关节痛,428.00,30000,曹清华0.3g*18*12粒,曹清华,关节痛,其它
风湿骨外伤,云南白药膏10贴 膏药贴止痛膏止疼贴膏风湿关节痛腰痛颈椎痛肩周痛跌消肿阵痛打损伤扭伤舒筋活络活血散瘀,47.80,50000,云南白药云南白药膏,云南白药（YUNNANBAIYAO）,风湿骨痛，淤血肿痛,风湿骨痛，跌打损伤
风湿骨外伤,三康 盐酸氨基葡萄糖胶囊0.24g*90s（治疗和预防全身所有部位的骨关节炎）,35.90,28000,三康盐酸氨基葡萄糖胶囊,三康,空,关节炎，肩周炎
风湿骨外伤,白云山 701 跌打镇痛膏 1罐 活血止痛 散瘀消肿 祛风胜湿 扭挫伤 腰腿关节疼痛 贴膏膏药贴,58.00,36000,白云山701跌打镇痛膏10cm*400cm,白云山,关节痛，腰痛，腰腿酸痛,空
风湿骨外伤,羚锐 通络祛痛膏 7cm*10cm*6贴 （骨质增生一贴灵 活血通络 散寒除湿 消肿止痛 治疗颈椎病 贴膏 膏药 外用）,39.00,46000,羚锐6贴,羚锐,关节痛，屈伸不利,空
风湿骨外伤,葛洪 桂龙药膏202g*3瓶 祛风除湿舒筋活络温肾补血用于风湿骨痛 慢性腰腿痛 3瓶礼盒装,699.00,9000,葛洪桂龙药膏 202g*3瓶,葛洪,风湿骨痛,风湿骨痛
风湿骨外伤,云南白药膏15片 活血散淤消肿止痛祛风除湿,69.00,70000,云南白药15片装/6.5*10cm,云南白药（YUNNANBAIYAO）,风湿骨痛，淤血肿痛,风湿骨痛，跌打损伤
皮肤用药,万特力 吲哚美辛搽剂 45g（肌肉疼 肩部僵硬酸痛 腰痛 关节痛 腱鞘炎）,66.50,46000,万特力45g,万特力,皮肤红肿,其它
风湿骨外伤,必艾得 吲哚美辛巴布膏 6片/袋,95.00,300,必艾得吲哚美辛巴布膏,必艾得,软组织损伤，局部疼痛,类风湿，腰颈椎病，肩周炎
风湿骨外伤,撒隆巴斯-爱 复方水杨酸甲酯薄荷醇贴剂 6.5cm*4.2cm*40贴,55.00,14000,撒隆巴斯-爱6.5cm*4.2cm*40贴,撒隆巴斯-爱,空,空
风湿骨外伤,云南白药膏打孔透气型5片 活血散淤消肿止痛祛风除湿,21.90,17000,云南白药云南白药膏（打孔透气型）,云南白药（YUNNANBAIYAO）,风湿骨痛，淤血肿痛,风湿骨痛，跌打损伤
止痛镇痛,扶他林 双氯芬酸二乙胺乳胶剂 20g 用于缓解肌肉、软组织和关节的轻至中度疼痛,24.80,36000,扶他林20g,扶他林,腰部酸痛，肩痛，颈部酸胀,肌肉痛，创伤疼痛，关节痛，其它
